timestamp,shift,ambient_temp_C,ambient_humidity_pct,khs_innofill_speed_bph,khs_innofill_product_temp_C,khs_innofill_co2_pressure_bar,khs_innofill_fill_level_deviation_mm,khs_innofill_status,krones_checkmat_throughput_bph,krones_checkmat_reject_rate_pct,krones_checkmat_camera_temp_C,krones_checkmat_status,sidel_sbo_blow_cycle_time_s,sidel_sbo_oven_temp_C,sidel_sbo_stretch_pressure_bar,sidel_sbo_output_rate_bph,sidel_sbo_status,tetrapak_past_inlet_temp_C,tetrapak_past_outlet_temp_C,tetrapak_past_hold_time_s,tetrapak_past_flow_rate_Lhr,tetrapak_past_status,krones_variopac_film_tension_N,krones_variopac_tunnel_temp_C,krones_variopac_speed_packs_min,krones_variopac_film_remaining_pct,krones_variopac_status,heuft_spectrum_belt_speed_ms,heuft_spectrum_motor_current_A,heuft_spectrum_vibration_mms,heuft_spectrum_jam_count,heuft_spectrum_status,overall_risk_level
1/3/2024 22:50,Night,33.1,57.9,594,9.26,2.71,0.69,Running,582,0.66,35.9,Running,1.903,104.2,39.15,1891,Running,3.91,73.06,14.57,5058,Running,12.86,176.8,37,81.4,Running,1.28,12.24,2.166,0,Running,Low
1/3/2024 23:00,Night,28.9,53.1,595,10.7,3.209,-0.32,Running,577,0.39,33.4,Running,1.708,109.8,37.92,2107,Running,4.36,71.22,15.69,4998,Running,12.24,179.8,37.7,80.4,Running,1.255,10.54,1.992,0,Running,Low
1/3/2024 23:10,Night,29.9,72.4,588,11.08,2.986,-0.4,Running,573,0.54,30.5,Running,1.747,107.4,37.17,2060,Running,4.18,72.33,15.51,5116,Running,12.8,168.2,38.2,79.7,Running,1.21,12.8,2.29,0,Running,Low
1/3/2024 23:20,Night,25.3,65.5,598,10.33,3.111,-0.24,Running,587,0.4,35.8,Running,1.875,107.6,38.25,1920,Running,4.17,71.86,14.82,5040,Running,11.22,173.9,41.3,80.5,Running,1.193,12.47,2.688,0,Running,Low
1/3/2024 23:30,Night,31,72.8,606,11.5,2.896,-0.48,Running,597,0.55,34.6,Running,1.893,100.8,39.42,1902,Running,3.86,72.51,15.43,4925,Running,12.33,176.3,39.7,82.5,Running,1.206,10.92,2.57,0,Running,Low
1/3/2024 23:40,Night,31,72.5,628,9.38,3.061,0.06,Running,617,0.4,35.7,Running,1.795,101.5,38.75,2006,Running,3.39,71.95,15.17,4972,Running,11.93,178.7,40.1,79.5,Running,1.186,12.21,2.123,0,Running,Low
1/3/2024 23:50,Night,25.9,68.7,603,9,2.895,0.81,Running,594,0.57,38.9,Running,1.738,96.5,36.68,2071,Running,3.44,70.84,15.75,4860,Running,11.61,179.7,39.7,79.8,Running,1.256,12,2.378,0,Running,Low
2/3/2024 00:00,Night,29.6,65.3,604,8.58,2.938,0.16,Running,597,0.51,34.9,Running,1.905,102.6,39.11,1890,Running,4.35,72.06,15.04,4989,Running,11.04,176.9,42.2,80.3,Running,1.229,11.64,2.708,0,Running,Low
2/3/2024 00:10,Night,22.7,63,599,11.2,3.191,-0.13,Running,581,0.67,34,Running,1.88,107.9,37.04,1915,Running,4.01,72.84,15.51,5111,Running,12.31,182.5,40,78.7,Running,1.181,9.68,2.365,0,Running,Low
2/3/2024 00:20,Night,30.2,68.6,571,10.52,2.981,-0.15,Running,562,0.47,32.7,Running,1.834,106.6,38.33,1963,Running,3.93,71.98,16.32,5069,Running,12.44,180.6,40.5,80.3,Running,1.266,11.47,2.075,1,Running,Low
2/3/2024 00:30,Night,26.3,64.2,600,9.96,3.022,-0.78,Running,599,0.54,34.4,Running,1.759,104.3,37.54,2046,Running,3.79,72.62,15.3,5140,Running,12.67,178.1,38.9,77.3,Running,1.185,12.24,3.177,0,Running,Low
2/3/2024 00:40,Night,24.3,62.1,601,10.22,3.087,0.44,Running,592,0.42,35.3,Running,1.798,104.9,37.67,2003,Running,3.85,71.16,15.02,4970,Running,12.59,183.2,42.3,78.3,Running,1.153,11.56,2.45,0,Running,Low
2/3/2024 00:50,Night,29.2,54.5,637,9.1,3.05,-0.04,Running,631,0.47,35.1,Running,1.792,102.9,39.15,2009,Running,4.52,71.98,15.36,5135,Running,11.61,182.8,42.4,78.2,Running,1.199,11.82,2.151,0,Running,Low
2/3/2024 01:00,Night,22.7,64.6,597,11.96,3.015,-0.09,Running,585,0.51,38.4,Running,1.817,105.6,36.44,1982,Running,3.83,71.5,14.82,4981,Running,12.65,172.7,39.9,78.4,Running,1.159,13.2,2.551,0,Running,Low
2/3/2024 01:10,Night,29,70.5,605,10.1,3.036,1.6,Running,600,0.35,36,Running,1.873,107.3,40.92,1923,Running,3.33,72.6,16.19,5147,Running,12.7,179.8,38.8,76.1,Running,1.247,11.94,2.474,0,Running,Low
2/3/2024 01:20,Night,24.6,71.3,599,10.09,3.24,0.15,Running,595,0.36,34.7,Running,1.844,100.2,35.27,1952,Running,4.37,72.03,15.09,4998,Running,11.87,184.5,36.8,79.3,Running,1.158,10.32,2.038,0,Running,Low
2/3/2024 01:30,Night,24,65.3,582,10.58,2.994,-0.38,Running,574,0.56,33.6,Running,1.746,105.9,37.1,2062,Running,3.9,72.55,14.86,5071,Running,12.01,185.3,38.3,78.1,Running,1.194,11.85,2.528,0,Running,Low
2/3/2024 01:40,Night,28.2,60.6,617,10.38,3.02,-0.21,Running,617,0.49,35.5,Running,1.869,107.8,38.56,1926,Running,4.02,72.87,14.58,5148,Running,11.53,181.9,35.7,78.7,Running,1.247,12.08,2.795,0,Running,Low
2/3/2024 01:50,Night,27.5,69.5,611,10.18,3.105,0.57,Running,595,0.44,33.2,Running,1.816,103.8,38.88,1983,Running,4.8,72.55,15.55,4981,Running,12.74,178.8,38.2,79,Running,1.164,11.34,2.43,0,Running,Low
2/3/2024 02:00,Night,32.4,64.9,612,16.4,3.111,0.06,Warning,594,0.43,35.4,Running,1.834,107.1,37.85,1963,Running,3.99,72.22,15.43,5022,Running,11.24,182.1,40.7,76.4,Running,1.221,12.59,1.882,1,Running,Medium
2/3/2024 02:10,Night,24.1,63.2,586,15.71,3.119,-0.72,Warning,582,0.43,36,Running,1.873,113.4,37.91,1922,Running,4.14,71.2,14.75,5129,Running,12.27,184,39.9,74.5,Running,1.151,10.83,2.603,0,Running,Medium
2/3/2024 02:20,Night,32.1,57.7,621,18.25,3.064,0.46,Warning,617,0.51,34.6,Running,1.744,104.7,38.62,2064,Running,3.41,72,15.29,4987,Running,11.7,180.6,44.6,77.9,Running,1.212,11.89,2.681,0,Running,Medium
2/3/2024 02:30,Night,24.6,75.5,579,16.63,2.886,-0.33,Warning,564,0.54,33.7,Running,1.798,106.2,37.65,2002,Running,3.89,71.57,14.25,4868,Running,11.45,181.1,39.3,76.3,Running,1.228,10.82,2.324,0,Running,Medium
2/3/2024 02:40,Night,30.8,68.7,609,20.32,3.163,0.94,Warning,595,0.29,30.6,Running,1.773,102.8,40.09,2030,Running,4.3,71.72,15.09,5214,Running,11.06,178.8,39.1,75.3,Running,1.198,11.76,2.326,0,Running,Medium
2/3/2024 02:50,Night,31.3,69.2,633,19.33,2.885,0.54,Warning,614,0.64,37.3,Running,1.722,105.5,39.26,2091,Running,3.22,71.7,15.23,4953,Running,11.89,173.3,42.1,76.8,Running,1.202,12.57,3.177,0,Running,Medium
2/3/2024 03:00,Night,29,60.7,585,14.57,3.03,-0.22,Warning,573,0.63,35.8,Running,1.817,106.4,39.31,1981,Running,4.1,71.22,15.85,5016,Running,11.37,179.1,36.1,78.5,Running,1.222,11.87,2.303,0,Running,Medium
2/3/2024 03:10,Night,25.6,65.4,592,19.67,2.925,0.64,Warning,587,0.27,35.9,Running,1.926,105.6,36.55,1870,Running,4.05,70.43,14.61,5116,Running,12.03,176.6,37,75.7,Running,1.186,11.82,2.163,0,Running,Medium
2/3/2024 03:20,Night,23.4,64.6,601,17.66,2.994,0.03,Warning,593,0.61,31.9,Running,1.708,101.9,37.88,2108,Running,4.02,71.47,14.36,4939,Running,12.88,176.6,41.3,76.6,Running,1.244,12.02,2.508,1,Running,Medium
2/3/2024 03:30,Night,22.1,68.9,592,17.37,3.033,0.43,Warning,581,0.61,37.8,Running,1.798,105.6,37.55,2002,Running,4.52,72.15,14.55,4899,Running,12.1,187.2,39.6,74.5,Running,1.269,12.06,2.672,0,Running,Medium
2/3/2024 03:40,Night,33.6,71.8,577,14.03,3.032,0.24,Warning,566,0.5,34.1,Running,1.832,109.4,36.49,1965,Running,4.17,70.92,14.33,5025,Running,13,184.8,39.7,73.6,Running,1.154,12.56,2.66,0,Running,Medium
2/3/2024 03:50,Night,27.1,57.8,601,18.73,3.042,-0.42,Warning,583,0.37,34.4,Running,1.806,106.3,38.54,1993,Running,4.74,72.01,15.67,4821,Running,11.51,171.5,38.1,76,Running,1.288,12.56,1.76,0,Running,Medium
2/3/2024 04:00,Night,24.7,59.6,584,18.85,3.161,-0.32,Warning,572,0.6,32.9,Running,1.794,107.9,37.19,2006,Running,3.5,73.52,15.77,4971,Running,11.36,174.6,40.5,75.4,Running,1.185,13.14,2.302,0,Running,Medium
2/3/2024 04:10,Night,24.6,68.2,607,18.19,3.045,0.51,Warning,601,0.48,31.4,Running,1.735,104.3,38.98,2075,Running,4.07,72.82,15.16,5025,Running,11.49,178.2,38.4,74.2,Running,1.3,12.13,2.846,1,Running,Medium
2/3/2024 04:20,Night,28.5,62.5,586,14.44,2.976,-0.17,Warning,586,0.55,37.3,Running,1.812,107.2,36.39,1987,Running,4.04,73.31,15.61,4973,Running,11.97,176.8,40.1,76.2,Running,1.186,10.67,2.598,0,Running,Medium
2/3/2024 04:30,Night,26.8,69.1,623,8.68,3.096,-0.2,Running,620,0.72,37.6,Running,1.762,105.8,40.58,2043,Running,3.47,72.31,15.07,4846,Running,13.36,181.6,37.7,72.5,Running,1.235,12.69,2.129,0,Running,Low
2/3/2024 04:40,Night,22.2,63.1,588,10.66,3.119,-0.48,Running,571,0.53,34.7,Running,1.691,102.1,36.66,2130,Running,4.48,72.93,14.95,5159,Running,11.17,173.8,39.6,72.9,Running,1.235,13.08,2.873,0,Running,Low
2/3/2024 04:50,Night,30.6,58.8,595,10.06,2.877,0.21,Running,593,0.41,33.6,Running,1.86,106,38.33,1936,Running,5.16,71.42,14.83,5010,Running,12.31,184.8,44,73.4,Running,1.181,13.97,2.789,0,Running,Low
2/3/2024 05:00,Night,29,56.2,612,8.97,3.06,1.03,Running,608,0.47,34.2,Running,1.848,102,39.19,1948,Running,3.99,71.48,14.84,5143,Running,11.65,179.8,39.2,73.4,Running,1.204,13.16,2.411,1,Running,Low
2/3/2024 05:10,Night,33.5,67.4,582,8.96,3.07,-0.53,Running,578,0.42,34.3,Running,1.803,103.1,37.14,1997,Running,4.25,69.81,14.23,4974,Running,11.89,178.3,39.7,75,Running,1.272,11.61,2.764,0,Running,Low
2/3/2024 05:20,Night,31.4,67.5,603,9.73,2.97,0.01,Running,594,0.54,32.6,Running,1.811,105.6,39.28,1987,Running,4.04,72.95,15.13,4912,Running,11.37,179.9,39.6,73.4,Running,1.184,12.15,3.1,0,Running,Low
2/3/2024 05:30,Night,18.7,69.9,620,11.34,3.138,0.71,Running,608,0.42,34.4,Running,1.854,105.9,36.16,1942,Running,3.64,73.23,14.98,5027,Running,12.44,177.9,40.3,73,Running,1.179,11.78,2.184,0,Running,Low
2/3/2024 05:40,Night,32.3,66.6,576,9.79,2.985,-0.04,Running,564,0.45,35.3,Running,1.811,101.4,40.18,1988,Running,3.09,71.56,15.37,4978,Running,11.98,169.8,40.9,71.7,Running,1.142,11.67,2.667,0,Running,Low
2/3/2024 05:50,Night,31.6,46.2,603,8.8,3.013,0.23,Running,586,0.37,37,Running,1.845,108.2,38.02,1951,Running,3.65,71.8,15.05,4882,Running,12.54,180.1,40.5,73.9,Running,1.278,11.91,3.096,0,Running,Low
2/3/2024 06:00,Morning,25.8,67.5,604,9.8,2.983,-0.53,Running,590,0.49,35,Running,1.785,106.7,37.11,2017,Running,3.3,71.4,14.92,5147,Running,12.09,178.4,40.6,71.4,Running,1.176,13.03,2.696,0,Running,Low
2/3/2024 06:10,Morning,26.7,57.7,612,9.78,3.002,0.21,Running,598,0.52,31.8,Running,1.866,102.9,37.55,1930,Running,4.85,72.31,14.56,4938,Running,11.03,175.2,39.6,71.1,Running,1.26,10.73,2.274,0,Running,Low
2/3/2024 06:20,Morning,29.2,55.7,581,7.84,2.89,-0.09,Running,572,0.23,35.7,Running,1.816,100.4,39.21,1982,Running,3.94,72.9,15.04,4816,Running,12.55,185.5,40.2,71.8,Running,1.17,11.2,2.572,0,Running,Low
2/3/2024 06:30,Morning,25,55.1,580,9.96,2.856,0.49,Running,576,0.53,34.5,Running,1.81,104.6,37.12,1989,Running,3.83,70.61,15.37,5133,Running,10.99,183.3,39.6,72.2,Running,1.258,12.98,2.911,0,Running,Low
2/3/2024 06:40,Morning,27.3,54.6,608,9.82,3.159,0.59,Running,598,0.5,37.7,Running,1.736,103.7,36.88,2073,Running,4.44,72.33,14.43,4950,Running,11.07,192.2,36.4,71.1,Running,1.24,13.16,2.195,0,Running,Low
2/3/2024 06:50,Morning,31,66.4,604,10.56,2.915,1.29,Running,587,0.42,37.9,Running,1.814,105.3,37.67,1984,Running,3.44,71.78,15.04,4939,Running,11.54,184.2,45.3,72.3,Running,1.189,11.47,2.491,0,Running,Low
2/3/2024 07:00,Morning,29.6,61.3,604,11.48,2.901,0.29,Running,603,0.7,37.9,Running,1.758,103.9,36.23,2047,Running,3.62,72.09,15.12,4823,Running,11.55,176.8,41.5,71.2,Running,1.163,13.32,2.427,1,Running,Low
2/3/2024 07:10,Morning,26,57.4,605,10.9,2.785,0.16,Running,604,0.6,33.9,Running,1.768,99,40.73,2036,Running,4.03,72.37,14.64,5174,Running,12.7,175.5,38,72.3,Running,1.167,12.78,2.311,0,Running,Low
2/3/2024 07:20,Morning,31.1,65.1,590,9.78,2.936,0.1,Running,586,0.39,39,Running,1.759,103.8,37.15,2046,Running,4.51,71.85,14.71,4871,Running,11.91,177.5,40.5,71.6,Running,1.167,11.79,2.572,0,Running,Low
2/3/2024 07:30,Morning,28.9,59.5,603,9.11,2.868,-0.18,Running,603,0.58,35.7,Running,1.747,104.1,39.25,2061,Running,4.25,71.92,15.12,5006,Running,12.62,176.7,37.3,72.7,Running,1.253,10.05,2.47,0,Running,Low
2/3/2024 07:40,Morning,28.8,69.9,604,12.06,3.164,0.17,Running,596,0.62,38.3,Running,1.906,106.9,38.31,1889,Running,4.12,71.83,14.43,5091,Running,11.72,180.5,39,70.2,Running,1.208,10.67,2.693,0,Running,Low
2/3/2024 07:50,Morning,26.5,72.3,589,10.05,3.101,-0.15,Running,589,0.51,34,Running,1.867,102.9,36.52,1929,Running,4.04,72.78,15.17,5042,Running,12.16,172.3,37,71.3,Running,1.144,11.47,2.842,0,Running,Low
2/3/2024 08:00,Morning,28,63.9,628,10.01,2.931,0.08,Running,611,0.54,34.4,Running,1.896,110,37.99,1899,Running,4.2,72.34,14.55,4994,Running,12.24,183.2,39.9,68.5,Running,1.187,12.61,2.118,0,Running,Low
2/3/2024 08:10,Morning,25.7,71.9,607,9.98,3.225,0.66,Running,596,0.53,35.5,Running,1.739,99.3,39.18,2070,Running,4.1,72.18,15.53,4830,Running,12.35,180.5,36.8,73,Running,1.193,12.61,2.52,0,Running,Low
2/3/2024 08:20,Morning,22.2,71.9,582,10.16,3.098,-0.5,Running,569,0.29,35.3,Running,1.804,108.9,37.72,1996,Running,3.49,70.98,16.17,4919,Running,11.77,182.7,40.8,70.7,Running,1.093,11.63,2.484,0,Running,Low
2/3/2024 08:30,Morning,27.2,65.4,610,9.88,2.968,0.57,Running,595,0.48,37.5,Running,1.735,104.3,39.79,2075,Running,4.02,71.7,14.57,5019,Running,11.81,174.3,41.4,69.4,Running,1.19,11.81,2.561,0,Running,Low
2/3/2024 08:40,Morning,27.6,73.7,585,9.54,2.75,0.66,Running,570,0.48,34.5,Running,1.765,107.6,39.53,2039,Running,3.46,72.72,15.27,4921,Running,11.85,181.2,38.3,69.3,Running,1.236,11.97,2.495,0,Running,Low
2/3/2024 08:50,Morning,28.4,61.9,612,9.56,3.229,-0.06,Running,605,0.64,37.3,Running,1.754,105.2,39.38,2052,Running,4.04,72.03,14.64,5020,Running,11.17,186.5,40.3,69.1,Running,1.193,11.83,2.206,0,Running,Low
2/3/2024 09:00,Morning,31.6,55.2,617,9.97,2.861,-1.06,Running,613,0.53,36.5,Running,1.862,108.4,37.31,1933,Running,3.76,72.53,15.52,5068,Running,11.96,175.7,38.2,71,Running,1.213,12.13,2.936,0,Running,Low
2/3/2024 09:10,Morning,26,57.2,588,9.57,2.835,-0.3,Running,580,0.47,34.6,Running,1.78,103.8,36.38,2022,Running,5.27,73.41,14.37,5096,Running,11.81,175.6,41,69.9,Running,1.224,11.98,3.064,0,Running,Low
2/3/2024 09:20,Morning,26.9,61.7,614,9.43,3.102,0.65,Running,599,0.49,36.3,Running,1.853,101.7,37.08,1942,Running,3.98,72.83,15.24,4877,Running,12.29,183.6,38.6,68.3,Running,1.183,10.66,2.664,0,Running,Low
2/3/2024 09:30,Morning,30.3,67.7,606,10.09,3.244,-0.01,Running,603,0.6,34.1,Running,1.83,109.3,38.29,1967,Running,3.3,72.07,14.56,5220,Running,12.05,175.2,41.6,67.3,Running,1.237,11.83,2.679,0,Running,Low
2/3/2024 09:40,Morning,25.7,59.2,612,9.8,3.138,-0.5,Running,606,0.48,39.7,Running,1.915,104.7,38.82,1880,Running,3.93,71.59,14.9,5077,Running,12.67,178.8,36.4,69.6,Running,1.273,11.98,2.539,0,Running,Low
2/3/2024 09:50,Morning,28.5,61.6,628,11.2,3.056,-0.25,Running,617,0.43,29.7,Running,1.726,105.7,34.74,2086,Running,4.26,69.96,14.48,5000,Running,12.04,187.4,38,69,Running,1.124,12.79,2.791,0,Running,Low
2/3/2024 10:00,Morning,26.8,58.8,596,7.88,3.059,0.42,Running,590,0.47,36.3,Running,1.863,108.7,37.99,1932,Running,4.84,71.87,15.41,5109,Running,11.72,175.6,37.8,68.7,Running,1.183,11.33,1.767,0,Running,Low
2/3/2024 10:10,Morning,27.3,61.7,589,10.87,3.085,0.27,Running,576,0.59,31.5,Running,1.857,101.9,38.24,1938,Running,3.71,71.74,14.58,5237,Running,12.03,187.7,40.4,67.7,Running,1.316,12.16,2.499,0,Running,Low
2/3/2024 10:20,Morning,30.3,71.7,587,11,3.076,-0.12,Running,575,0.55,34.5,Running,1.751,106.8,37.58,2056,Running,3.21,63.73,15.28,4856,Fault,12.36,178.3,41.1,67.3,Running,1.209,12.45,2.328,0,Running,High
2/3/2024 10:30,Morning,26.9,66.8,588,8.34,3.028,-0.18,Running,586,0.5,34.8,Running,1.85,103.2,39.94,1946,Running,4.41,56.93,14.83,4977,Fault,11.11,174.4,40.6,69.1,Running,1.198,11.88,2.544,0,Running,High
2/3/2024 10:40,Morning,30.4,62.1,599,9.73,3.01,-0.2,Running,586,0.52,38,Running,1.817,104.6,38.63,1981,Running,3.31,62.85,14.94,4762,Fault,11.64,183,39,69,Running,1.187,10.6,2.828,0,Running,High
2/3/2024 10:50,Morning,22.1,71.1,605,9.7,2.994,-0.46,Running,595,0.44,33.6,Running,1.789,105.2,39.97,2013,Running,3.78,62.07,15.07,5019,Fault,11.65,180.5,34.4,67.7,Running,1.264,12.81,2.506,0,Running,High
2/3/2024 11:00,Morning,23.7,65.1,604,8.87,2.925,0.81,Running,602,0.48,37.6,Running,1.759,100.5,37.68,2047,Running,3.87,57.1,14.62,5037,Fault,12.21,180.1,40.1,67.8,Running,1.153,12.6,2.392,0,Running,High
2/3/2024 11:10,Morning,21,65.7,612,9.38,2.972,-0.16,Running,607,0.43,32.6,Running,1.764,102.7,39.41,2041,Running,3.97,62.27,15.11,4996,Fault,12.26,176.2,41.6,66.9,Running,1.246,12.18,2.079,0,Running,High
2/3/2024 11:20,Morning,24.5,70.7,600,9.11,2.831,0.61,Running,583,0.47,37.7,Running,1.902,109.1,40.45,1892,Running,4.34,60.82,15.77,4935,Fault,12.05,180.5,45.4,65.1,Running,1.186,12.03,2.467,0,Running,High
2/3/2024 11:30,Morning,33.6,63.3,622,11.4,2.99,0.76,Running,606,0.63,34.1,Running,1.8,107.7,39.97,2000,Running,3.66,61.62,14.61,4795,Fault,10.76,169.7,39.2,65.3,Running,1.163,10.57,2.702,0,Running,High
2/3/2024 11:40,Morning,27.9,69.6,596,10.75,2.901,0.5,Running,578,0.39,35.1,Running,1.839,104.8,36.36,1957,Running,3.86,61.52,15.59,5037,Fault,11.17,181.1,38.7,67.3,Running,1.188,12.62,2.248,0,Running,High
2/3/2024 11:50,Morning,25.8,69.2,641,11.02,2.89,-0.22,Running,634,0.43,34.3,Running,1.76,105.7,37.62,2045,Running,3.99,62.93,15.75,5146,Fault,11.88,186.5,40.6,67.2,Running,1.198,13.19,1.899,0,Running,High
2/3/2024 12:00,Morning,30.3,64.3,609,10.58,3.018,0.2,Running,599,0.37,37.6,Running,1.761,104.1,37.48,2044,Running,4.07,60.95,14.59,4941,Fault,11.75,171.2,39.5,66.8,Running,1.175,11.11,3.182,0,Running,High
2/3/2024 12:10,Morning,30.8,58,587,9.1,3.139,-0.01,Running,572,0.35,37.2,Running,1.854,109.1,38.73,1942,Running,4.05,61.42,14.27,5044,Fault,12,178,42.6,65.9,Running,1.256,13.08,2.601,0,Running,High
2/3/2024 12:20,Morning,24.3,65.1,584,9.58,3.092,-0.45,Running,583,0.48,35.9,Running,1.733,104.4,39.03,2078,Running,4.22,58.36,15.15,4843,Fault,11.77,175.6,38.4,66.4,Running,1.163,12.91,2.434,0,Running,High
2/3/2024 12:30,Morning,35.5,70.7,607,10.39,2.843,0.16,Running,599,0.44,32.7,Running,1.779,105.7,36.74,2023,Running,4.42,61.11,14.73,5046,Fault,12.77,172.4,39.5,65.1,Running,1.207,11.09,2.917,0,Running,High
2/3/2024 12:40,Morning,28.8,69.1,597,9.02,2.901,-0.59,Running,583,0.68,33.6,Running,1.802,108.4,38.1,1998,Running,4.2,57.52,15.93,4961,Fault,10.85,169.7,41.8,65.6,Running,1.227,11.68,2.542,0,Running,High
2/3/2024 12:50,Morning,29.2,73.6,611,10.57,3.094,0.59,Running,602,0.47,32.9,Running,1.806,102.7,34.97,1994,Running,4.23,72.24,15.02,4924,Running,12.15,174.1,40.6,64.6,Running,1.206,10.88,2.9,0,Running,Low
2/3/2024 13:00,Morning,29.5,62.5,607,9.81,2.902,-0.23,Running,601,0.63,30.5,Running,1.791,109.7,40.16,2010,Running,3.21,71.37,14.6,4924,Running,12.41,178.8,42.3,63.5,Running,1.239,11.95,2.874,0,Running,Low
2/3/2024 13:10,Morning,29.5,68.9,599,9.7,2.978,0.1,Running,582,0.6,37.5,Running,1.82,100.4,37.23,1978,Running,4.03,72.57,14.43,4961,Running,12.35,185.7,39.1,65.3,Running,1.178,12.36,2.118,1,Running,Low
2/3/2024 13:20,Morning,26.1,60,587,10.57,3.055,0.14,Running,575,0.48,34.3,Running,1.835,109.9,38.08,1962,Running,4.24,73.67,15.54,5038,Running,12.39,172.4,42.5,65.5,Running,1.231,10.94,2.638,0,Running,Low
2/3/2024 13:30,Morning,34.3,66,577,10.36,2.903,-0.13,Running,574,0.71,34.3,Running,1.837,103.9,37.54,1960,Running,4.36,71.19,14.71,4869,Running,12.47,181.5,36.7,66.5,Running,1.233,12.31,3.018,0,Running,Low
2/3/2024 13:40,Morning,27.1,70.5,593,9.71,3.011,0.29,Running,584,0.53,38,Running,1.751,104.3,39.72,2056,Running,3.65,71.73,15.02,4960,Running,11.7,181.1,36.8,64.1,Running,1.248,12.51,2.2,1,Running,Low
2/3/2024 13:50,Morning,30.9,69.5,613,10.93,2.867,-0.24,Running,605,0.65,34,Running,1.786,99.3,33.74,2016,Running,3.67,72.19,15.48,4996,Running,11.45,188.4,42.6,62.6,Running,1.106,12.52,2.204,0,Running,Low
2/3/2024 14:00,Afternoon,26.6,65.5,603,9.14,2.94,0.44,Running,593,0.64,33.3,Running,1.86,103.6,37.98,1936,Running,3.71,72.63,14.76,4890,Running,10.98,182.9,40,63.1,Running,1.225,12.36,2.255,0,Running,Low
2/3/2024 14:10,Afternoon,26,63.7,581,10.49,3.032,-0.67,Running,565,0.54,34.6,Running,1.845,101.9,37.84,1952,Running,4.27,71.55,14.98,5180,Running,11.82,183.1,41.8,63.1,Running,1.245,11.02,2.767,0,Running,Low
2/3/2024 14:20,Afternoon,33.7,60,603,10.47,2.841,0.06,Running,588,0.58,32.7,Running,1.731,103.2,37.32,2079,Running,4.52,69.73,14.99,4915,Running,11.61,183.5,40.2,63.2,Running,1.179,11.9,2.585,0,Running,Low
2/3/2024 14:30,Afternoon,27.7,63.9,606,9.75,3.044,0.97,Running,596,0.56,35.7,Running,1.818,104.6,40.59,1981,Running,3.8,73.09,15.34,4933,Running,12.58,175.4,40,63.3,Running,1.173,12.28,1.919,1,Running,Low
2/3/2024 14:40,Afternoon,27.9,58.4,587,10.26,2.998,-0.5,Running,573,0.39,34.3,Running,1.701,107.9,36.67,2116,Running,4.45,72.61,15.3,4902,Running,11.86,177.1,37.3,63,Running,1.165,13.17,2.602,0,Running,Low
2/3/2024 14:50,Afternoon,28.9,63.3,602,9,3.055,-0.34,Running,585,0.51,34,Running,1.802,105.6,39.16,1997,Running,4.06,70.61,14.89,5180,Running,11.48,185.6,39.9,63.3,Running,1.148,12,2.424,0,Running,Low
2/3/2024 15:00,Afternoon,35.8,56,601,10.74,3.022,0.26,Running,598,0.61,33.8,Running,1.895,105.9,38.53,1900,Running,3.94,71.51,15.03,5055,Running,11.41,169.7,42.7,62.5,Running,1.233,12.34,2.466,0,Running,Low
2/3/2024 15:10,Afternoon,34.5,58.4,583,9.85,3.136,0.09,Running,583,0.65,34.8,Running,1.753,101.7,39.89,2054,Running,3.89,73.25,14.81,4906,Running,12.99,176.6,40.1,59.9,Running,1.314,11.25,2.249,0,Running,Low
2/3/2024 15:20,Afternoon,31.9,69.3,605,9.58,3.013,0.18,Running,602,4.09,35.2,Warning,1.758,102.4,37,2047,Running,4.37,73.16,14.26,5111,Running,11.99,173.3,41.4,62.2,Running,1.172,11.08,2.604,0,Running,Medium
2/3/2024 15:30,Afternoon,36.6,68.7,608,10.84,2.957,0.24,Running,606,5.75,34,Warning,1.838,110.4,36.9,1958,Running,4.16,72.75,15.13,5020,Running,11.61,181.2,41.3,61.8,Running,1.177,10.97,2.815,0,Running,Medium
2/3/2024 15:40,Afternoon,25.2,63.6,616,9.44,3.012,0.32,Running,602,6.73,34.3,Warning,1.723,102.8,39.64,2090,Running,5.14,71.86,15.95,5026,Running,12.06,177.9,38,62.1,Running,1.201,11.66,2.307,1,Running,Medium
2/3/2024 15:50,Afternoon,30,65.3,616,8.87,3.054,0.55,Running,615,5.39,34.8,Warning,1.768,110,38.64,2036,Running,3.57,72.07,14.56,4966,Running,12.95,183.1,41.7,61,Running,1.12,13.65,1.995,0,Running,Medium
2/3/2024 16:00,Afternoon,28.2,66,579,8.75,3.005,0.2,Running,565,3.81,34.6,Warning,1.83,104.3,35.68,1967,Running,4.26,71.9,14.61,4925,Running,11.81,179.5,39.4,61.4,Running,1.165,11.68,2.409,0,Running,Medium
2/3/2024 16:10,Afternoon,22.7,67.3,586,10.48,3.004,-0.12,Running,585,6.52,35.1,Warning,1.768,105,37.19,2036,Running,3.74,72.9,14.56,5034,Running,12.34,172.3,39.5,61.5,Running,1.197,12.29,2.727,0,Running,Medium
2/3/2024 16:20,Afternoon,29.4,66.8,608,8.98,2.93,0.34,Running,608,8.07,33.6,Warning,1.788,108.2,38.58,2013,Running,3.57,71.3,15.36,4945,Running,12.59,172.5,44.2,60.6,Running,1.155,12.45,2.374,0,Running,Medium
